"away_team","home_team","game_date","bet_side","kelly_fraction","bet_amount"
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Olivia Miles Over 20.5 PTS",0.0797,7.97
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Rae Burrell Over 14.5 PTS",0.0294,2.94
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Ariel Atkins Under 15.5 PRA",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Dearica Hamby Under 25.5 PRA",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Kayla McBride Over 24.5 PRA",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Natasha Howard Over 27.5 PRA",0.0396,3.96
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Olivia Miles Over 31.5 PRA",0.0516,5.16
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Ariel Atkins Under 2.5 REB",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Courtney Williams Over 5.5 REB",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Dearica Hamby Under 7.5 REB",0.046,4.6
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Kayla McBride Over 3.5 REB",0.0164,1.64
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Natasha Howard Over 8.5 REB",0.0829,8.29
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Rae Burrell Under 2.5 REB",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Erica Wheeler Under 17.5 PRA",0.0797,7.97
"Golden State Valkyries","Indiana Fever","2026-07-15","Caitlin Clark Over 6.5 AST",0.0172,1.72
"Golden State Valkyries","Indiana Fever","2026-07-15","Kelsey Mitchell Over 2.5 AST",0.0508,5.08
"Golden State Valkyries","Indiana Fever","2026-07-15","Veronica Burton Under 5.5 AST",0.0592,5.92
"Golden State Valkyries","Indiana Fever","2026-07-15","Caitlin Clark Over 15.5 PTS",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Kayla Thornton Under 8.5 PTS",0.0785,7.85
"Golden State Valkyries","Indiana Fever","2026-07-15","Kelsey Mitchell Over 20.5 PTS",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Monique Billings Over 5.5 PTS",0.0581,5.81
"Golden State Valkyries","Indiana Fever","2026-07-15","Sophie Cunningham Over 7.5 PTS",0.075,7.5
"Golden State Valkyries","Indiana Fever","2026-07-15","Veronica Burton Under 11.5 PTS",0.0986,9.86
"Golden State Valkyries","Indiana Fever","2026-07-15","Caitlin Clark Over 26.5 PRA",0.0814,8.14
"Golden State Valkyries","Indiana Fever","2026-07-15","Janelle Salaun Under 18.5 PRA",0.0382,3.82
"Golden State Valkyries","Indiana Fever","2026-07-15","Sophie Cunningham Over 11.5 PRA",0.0303,3.03
"Golden State Valkyries","Indiana Fever","2026-07-15","Veronica Burton Under 20.5 PRA",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Caitlin Clark Under 3.5 REB",0.0363,3.63
"Golden State Valkyries","Indiana Fever","2026-07-15","Kayla Thornton Under 4.5 REB",0.032,3.2
"Golden State Valkyries","Indiana Fever","2026-07-15","Monique Billings Over 4.5 REB",0.0649,6.49
"Golden State Valkyries","Indiana Fever","2026-07-15","Kelsey Mitchell Over 24.5 PRA",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Veronica Burton Under 4.5 AST",0.0318,3.18
"Golden State Valkyries","Indiana Fever","2026-07-15","Monique Billings Over 6.5 PTS",0.0531,5.31
"Golden State Valkyries","Indiana Fever","2026-07-15","Veronica Burton Under 12.5 PTS",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Aliyah Boston Under 28.5 PRA",0.0199,1.99
"Golden State Valkyries","Indiana Fever","2026-07-15","Caitlin Clark Over 25.5 PRA",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Cecilia Zandalasini Over 6.5 PTS",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Kelsey Mitchell Over 25.5 PRA",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Ariel Atkins Over 2.5 AST",0.0386,3.86
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Nneka Ogwumike Over 3.5 AST",0.0232,2.32
"Golden State Valkyries","Indiana Fever","2026-07-15","Aliyah Boston Under 2.5 AST",0.0173,1.73
"Golden State Valkyries","Indiana Fever","2026-07-15","Gabby Williams Under 2.5 AST",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Gabby Williams Under 19.5 PRA",0.0432,4.32
"Golden State Valkyries","Indiana Fever","2026-07-15","Sophie Cunningham Under 11.5 PRA",0.0471,4.71
"Golden State Valkyries","Indiana Fever","2026-07-15","Aliyah Boston Under 9.5 REB",0.0725,7.25
"Golden State Valkyries","Indiana Fever","2026-07-15","Sophie Cunningham Under 2.5 REB",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Veronica Burton Under 3.5 REB",0.0371,3.71
"Seattle Storm","Chicago Sky","2026-07-15","Azura Stevens Over 2.5 AST",0.0424,4.24
"Seattle Storm","Chicago Sky","2026-07-15","Dominique Malonga Over 1.5 AST",0.0287,2.87
"Seattle Storm","Chicago Sky","2026-07-15","Dominique Malonga Under 17.5 PTS",0.0319,3.19
"Seattle Storm","Chicago Sky","2026-07-15","Flau'jae Johnson Over 21.5 PRA",0.1,10
"Seattle Storm","Chicago Sky","2026-07-15","Azura Stevens Over 8.5 REB",0.0144,1.44
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Courtney Williams Over 4.5 AST",0.0299,2.99
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Erica Wheeler Over 5.5 AST",0.0602,6.02
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Olivia Miles Over 5.5 AST",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Rae Burrell Over 2.5 AST",0.093,9.3
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Dearica Hamby Over 14.5 PTS",0.0364,3.64
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Erica Wheeler Over 9.5 PTS",0.0508,5.08
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Natasha Howard Under 16.5 PTS",0.079,7.9
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Nia Coffey Under 6.5 PTS",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Nneka Ogwumike Over 17.5 PTS",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Nneka Ogwumike Over 28.5 PRA",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Nia Coffey Under 5.5 REB",0.1,10
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Nneka Ogwumike Over 8.5 REB",0.0486,4.86
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Olivia Miles Over 4.5 REB",0.0357,3.57
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Erica Wheeler Over 17.5 PRA",0.0396,3.96
"Golden State Valkyries","Indiana Fever","2026-07-15","Gabby Williams Over 2.5 AST",0.0112,1.12
"Golden State Valkyries","Indiana Fever","2026-07-15","Veronica Burton Over 4.5 AST",0.0622,6.22
"Golden State Valkyries","Indiana Fever","2026-07-15","Aliyah Boston Under 15.5 PTS",0.0486,4.86
"Golden State Valkyries","Indiana Fever","2026-07-15","Gabby Williams Under 3.5 REB",0.1,10
"Golden State Valkyries","Indiana Fever","2026-07-15","Lexie Hull Over 5.5 PTS",0.0261,2.61
"Seattle Storm","Chicago Sky","2026-07-15","Awa Fam Over 2.5 AST",0.0443,4.43
"Seattle Storm","Chicago Sky","2026-07-15","Flau'jae Johnson Over 2.5 AST",0.0752,7.52
"Seattle Storm","Chicago Sky","2026-07-15","Jade Melbourne Over 3.5 AST",0.0424,4.24
"Seattle Storm","Chicago Sky","2026-07-15","Natasha Cloud Over 4.5 AST",0.0685,6.85
"Seattle Storm","Chicago Sky","2026-07-15","Azura Stevens Over 13.5 PTS",0.0977,9.77
"Seattle Storm","Chicago Sky","2026-07-15","Azura Stevens Over 24.5 PRA",0.0891,8.91
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Natasha Howard Under 27.5 PRA",0.0504,5.04
"Los Angeles Sparks","Minnesota Lynx","2026-07-15","Kayla McBride Under 3.5 REB",0.0767,7.67
"Seattle Storm","Chicago Sky","2026-07-15","Awa Fam Under 12.5 PTS",0.0302,3.02
"Seattle Storm","Chicago Sky","2026-07-15","Courtney Vandersloot Over 8.5 PTS",0.0295,2.95
