"away_team","home_team","game_date","bet_side","kelly_fraction","bet_amount"
"Atlanta Dream","Toronto Tempo","2026-07-17","Under 181.0",0.1,10
"Seattle Storm","Indiana Fever","2026-07-17","Dominique Malonga Under 17.5 PTS",0.0388,3.88
"Seattle Storm","Indiana Fever","2026-07-17","Kelsey Mitchell Over 23.5 PTS",0.1,10
"Seattle Storm","Indiana Fever","2026-07-17","Kelsey Mitchell Over 29.5 PRA",0.1,10
"Los Angeles Sparks","Chicago Sky","2026-07-17","Kamilla Cardoso Over 2.5 AST",0.0152,1.52
"Los Angeles Sparks","Chicago Sky","2026-07-17","Ariel Atkins Under 10.5 PTS",0.1,10
"Los Angeles Sparks","Chicago Sky","2026-07-17","Nneka Ogwumike Over 8.5 REB",0.0302,3.02
"Atlanta Dream","Toronto Tempo","2026-07-17","Isabelle Harrison Over 11.5 PTS",0.1,10
"Atlanta Dream","Toronto Tempo","2026-07-17","Laura Juskaite Over 9.5 PTS",0.0176,1.76
"Atlanta Dream","Toronto Tempo","2026-07-17","Marina Mabrey Over 21.5 PTS",0.0625,6.25
"Connecticut Sun","Phoenix Mercury","2026-07-17","Monique Akoa Makani Under 2.5 AST",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","Noemie Brochant Over 5.5 PTS",0.016,1.6
"Connecticut Sun","Phoenix Mercury","2026-07-17","Brittney Griner Over 21.5 PRA",0.0787,7.87
"Connecticut Sun","Phoenix Mercury","2026-07-17","DeWanna Bonner Under 19.5 PRA",0.0697,6.97
"Connecticut Sun","Phoenix Mercury","2026-07-17","Kahleah Copper Over 27.5 PRA",0.0387,3.87
"Connecticut Sun","Phoenix Mercury","2026-07-17","Monique Akoa Makani Under 15.5 PRA",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","Alyssa Thomas Under 7.5 AST",0.0307,3.07
"Connecticut Sun","Phoenix Mercury","2026-07-17","Olivia Nelson-Ododa Over 2.5 AST",0.0456,4.56
"Connecticut Sun","Phoenix Mercury","2026-07-17","Alyssa Thomas Over 13.5 PTS",0.0448,4.48
"Connecticut Sun","Phoenix Mercury","2026-07-17","Noemie Brochant Under 5.5 PTS",0.0342,3.42
"Connecticut Sun","Phoenix Mercury","2026-07-17","Charlisse Leger-Walker Over 15.5 PRA",0.0481,4.81
"Connecticut Sun","Phoenix Mercury","2026-07-17","Olivia Nelson-Ododa Over 20.5 PRA",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","Brittney Griner Over 5.5 REB",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","Charlisse Leger-Walker Over 2.5 REB",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","DeWanna Bonner Over 6.5 REB",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","Diamond Miller Over 2.5 REB",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","Olivia Nelson-Ododa Over 7.5 REB",0.0914,9.14
"Seattle Storm","Indiana Fever","2026-07-17","Caitlin Clark Over 18.5 PTS",0.0663,6.63
"Seattle Storm","Indiana Fever","2026-07-17","Sophie Cunningham Under 9.5 PTS",0.071,7.1
"Seattle Storm","Indiana Fever","2026-07-17","Jade Melbourne Under 2.5 REB",0.0568,5.68
"Seattle Storm","Indiana Fever","2026-07-17","Jade Melbourne Over 3.5 AST",0.1,10
"Seattle Storm","Indiana Fever","2026-07-17","Jade Melbourne Over 14.5 PRA",0.0843,8.43
"Los Angeles Sparks","Chicago Sky","2026-07-17","Erica Wheeler Over 5.5 AST",0.0431,4.31
"Los Angeles Sparks","Chicago Sky","2026-07-17","Nneka Ogwumike Over 3.5 AST",0.1,10
"Los Angeles Sparks","Chicago Sky","2026-07-17","Rae Burrell Over 2.5 AST",0.0957,9.57
"Los Angeles Sparks","Chicago Sky","2026-07-17","Dearica Hamby Over 15.5 PTS",0.0328,3.28
"Los Angeles Sparks","Chicago Sky","2026-07-17","Erica Wheeler Over 9.5 PTS",0.0452,4.52
"Los Angeles Sparks","Chicago Sky","2026-07-17","Sydney Taylor Over 16.5 PTS",0.0563,5.63
"Los Angeles Sparks","Chicago Sky","2026-07-17","Erica Wheeler Over 17.5 PRA",0.082,8.2
"Los Angeles Sparks","Chicago Sky","2026-07-17","Nneka Ogwumike Over 30.5 PRA",0.1,10
"Los Angeles Sparks","Chicago Sky","2026-07-17","Sydney Taylor Over 20.5 PRA",0.0269,2.69
"Los Angeles Sparks","Chicago Sky","2026-07-17","Ariel Atkins Over 2.5 REB",0.0796,7.96
"Los Angeles Sparks","Chicago Sky","2026-07-17","Courtney Vandersloot Under 2.5 REB",0.0832,8.32
"Atlanta Dream","Toronto Tempo","2026-07-17","Allisha Gray Over 2.5 AST",0.026,2.6
"Atlanta Dream","Toronto Tempo","2026-07-17","Rhyne Howard Over 3.5 AST",0.041,4.1
"Atlanta Dream","Toronto Tempo","2026-07-17","Jordin Canada Over 11.5 PTS",0.0559,5.59
"Atlanta Dream","Toronto Tempo","2026-07-17","Rhyne Howard Under 18.5 PTS",0.1,10
"Atlanta Dream","Toronto Tempo","2026-07-17","Angel Reese Under 30.5 PRA",0.036,3.6
"Atlanta Dream","Toronto Tempo","2026-07-17","Julie Allemand Over 3.5 REB",0.1,10
"Connecticut Sun","Phoenix Mercury","2026-07-17","DeWanna Bonner Over 1.5 AST",0.0362,3.62
"Connecticut Sun","Phoenix Mercury","2026-07-17","Charlisse Leger-Walker Under 8.5 PTS",0.0595,5.95
"Connecticut Sun","Phoenix Mercury","2026-07-17","Diamond Miller Over 8.5 PTS",0.0291,2.91
"Connecticut Sun","Phoenix Mercury","2026-07-17","Alyssa Thomas Over 28.5 PRA",0.0404,4.04
"Connecticut Sun","Phoenix Mercury","2026-07-17","DeWanna Bonner Over 19.5 PRA",0.0386,3.86
"Connecticut Sun","Phoenix Mercury","2026-07-17","Alyssa Thomas Over 6.5 REB",0.0797,7.97
"Seattle Storm","Indiana Fever","2026-07-17","Awa Fam Under 12.5 PTS",0.0249,2.49
"Seattle Storm","Indiana Fever","2026-07-17","Caitlin Clark Over 30.5 PRA",0.0177,1.77
"Los Angeles Sparks","Chicago Sky","2026-07-17","Kamilla Cardoso Under 8.5 REB",0.0379,3.79
"Los Angeles Sparks","Chicago Sky","2026-07-17","Sydney Taylor Over 2.5 REB",0.0206,2.06
