"away_team","home_team","game_date","bet_side","kelly_fraction","bet_amount"
"Atlanta Dream","Dallas Wings","2026-07-29","Jessica Shepard Over 5.5 AST",0.0065,0.65
"Atlanta Dream","Dallas Wings","2026-07-29","Allisha Gray Over 19.5 PTS",0.0033,0.33
"Atlanta Dream","Dallas Wings","2026-07-29","Naz Hillmon Over 8.5 PTS",0.0034,0.34
"Atlanta Dream","Dallas Wings","2026-07-29","Arike Ogunbowale Under 19.5 PRA",0.0032,0.32
"Atlanta Dream","Dallas Wings","2026-07-29","Jessica Shepard Over 30.5 PRA",0.0149,1.49
"Atlanta Dream","Dallas Wings","2026-07-29","Allisha Gray Under 3.5 REB",0,0
"Atlanta Dream","Dallas Wings","2026-07-29","Arike Ogunbowale Over 2.5 REB",0.0244,2.44
"Atlanta Dream","Dallas Wings","2026-07-29","Paige Bueckers Over 3.5 REB",0.0163,1.63
"Atlanta Dream","Dallas Wings","2026-07-29","Rhyne Howard Under 3.5 REB",0,0
"Golden State Valkyries","Phoenix Mercury","2026-07-29","Cecilia Zandalasini Under 8.5 PTS",0.0901,9.01
"Golden State Valkyries","Phoenix Mercury","2026-07-29","Monique Akoa Makani Under 9.5 PTS",0,0
"Golden State Valkyries","Phoenix Mercury","2026-07-29","Veronica Burton Over 3.5 REB",0,0
